,entity_id,1,2,3,4,5,6,7,8,9,10,11,12,Restaurants,Shopping centres,Shops,Fairs and Markets,Petrol station,Cafes,Hotels,Wine Cellars & Quintas,Museums & Thematic Centres,Local accommodations,Fado houses,Religious temples,Tea house,Police stations and fire station,"Libraries, archives and documentation centres",Guest houses,Youth hostels,Club,Bar,"Statues, Sculptures & Fountains",Bridges,Monuments,"Casinos, bingo and arcade",Exhibition centers & art galleries,"Hospitals, health centres and clinics",Gardens and Parks,Concert halls,Car assistance,Embassies and consulates,Tourism offices,Rentals,Theatres,Tourist apartments,"Airports, Airfields and Heliports","Spas, saunas and hot springs",Pharmacies,Post offices,Beaches,Car park,Cemeteries,Transport company,Sports facility,View points,Cinema,Citizens advice,Roads and squares,Ice cream parlor,Education,Services
11,CT11Z8,0.391763395670671,0.39481276013877786,0.40805184116767573,0.44256103363636284,0.4084436363517281,0.43719153850580883,0.45276479599938374,0.42792835314634287,0.4577387751346335,0.45567255342086443,0.4334380554637005,0.39973419445520264,0.5291949983942352,0.8958549653703942,0.3308361507257659,0.5119298703930664,0.59048653531861,0.4347321655076556,0.4748320162145512,0.0,0.5373218395267578,0.0,0.0,0.4081783969744284,0.4164968797107407,0.0,0.5080108692258151,0.3480584601620929,0.0,0.0,0.3744242991915989,0.3086211707748111,0.0,0.40402598294315584,1.0,0.4501863201201385,0.2775376108865744,0.22123361712143125,0.4970752568622038,0.3772902888058338,0.9278526496321108,0.0,0.3828989714113341,0.0,0.2961115336107552,0.0,0.5591489208916905,0.4657836271616805,0.6281348274656112,0.0,0.4750158067309167,0.5336793821405685,0.32875681328018025,0.6394557730633523,0.0,0.0,0.0,0.4822800973705745,0.0,0.0,0.0
12,CT11Z9,0.18612486515945753,0.18506364089600433,0.17358165216300078,0.16822581346520116,0.18217932892777935,0.18537809676414427,0.18855356053785627,0.17869294315142722,0.19178802057624228,0.18656974111726293,0.1745228105242659,0.18504964243319608,0.4673039256611716,0.0,0.3308361507257659,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.6014073217068243,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.5677256722193874,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.5284696059945277,0.0,0.2961115336107552,0.0,0.38624462782318175,0.6912226500263796,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
13,CT12Z1,0.09444125153264878,0.09876492129684508,0.08860208471020507,0.0820621890202174,0.08832643047294485,0.09708456991047919,0.09936380653084262,0.09680800806839458,0.10001856132490844,0.10260630045590917,0.10179510858326121,0.09972046617155768,0.8490173783536858,0.7663348042071384,0.8510181336229162,0.9352981725663936,0.6782726419440781,0.9148985720073296,0.9014545948901704,0.0,0.7729234817085341,0.8576270003526144,0.9782713555855894,0.8136425830485094,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.8419755243578473,0.9640070359617317,0.8036492113545575,0.8256846061484704,0.9885112861272406,0.7767449160367252,0.0,0.6059901396271371,0.38414049092067815,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.9781617597333156,0.8061683877031055,0.8789880244352815,0.7516152891167217,0.0,0.8073449164216242,0.800899715878845,0.8161873294388782,0.0,0.7286309120562146,0.7936726308206532,0.8312790348078536,0.4920311079189424,0.8250144820434531,1.0,1.0,0.8737849121172843,1.0,0.9145270021478908,0.9654902752576572
14,CT12Z2,0.37214850053402865,0.3578937571519726,0.36450131666955254,0.3912093511180138,0.3776337210191355,0.38871141231258977,0.4012397427328655,0.39573438642816056,0.4117182882960427,0.4081285245648703,0.3910066822366121,0.4028645383864563,0.8738964557691095,0.7663348042071384,0.8294455597536928,0.9352981725663936,0.7625862357262301,0.9148985720073296,0.9190267311438122,0.0,0.6634448752181514,0.8921346808970494,0.9516487811553824,0.7396512958847377,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.8419755243578473,0.9212017940733644,0.7913114230364992,0.8256846061484704,0.9366664269709216,0.6977293584909142,0.0,0.6665192279073766,0.4798643732484256,0.6052804004290584,0.7060700592445776,0.7188058441423104,0.5425109682836624,0.9365838054292772,0.8765131395706526,0.8789880244352815,0.7653908955184259,0.0,0.8073449164216242,0.8426259291672386,0.8161873294388782,0.0,0.7286309120562146,0.7936726308206532,0.8532687187151866,0.4920311079189424,0.6597426594605862,1.0,1.0,0.8737849121172843,1.0,0.9145270021478908,0.9654902752576572
15,CT12Z3,0.5172797931229768,0.4631615244909736,0.4373809774624413,0.43527365025724185,0.4553747716586686,0.4667298790527258,0.5201203760720106,0.5389817010930926,0.5577056540990724,0.5055221289873655,0.4694609402261697,0.47774336864177563,1.0,0.8958549653703942,0.978769234989768,1.0,0.4983336731541304,0.9906024513719964,0.9767903638175026,0.9953081855915852,0.9340024623259008,0.9911489850339148,1.0,1.0,0.6083019297875242,1.0,0.9706008190382132,0.9740173153481684,0.9721262050736348,0.9640070359617317,0.9847983072349232,0.9607423751599348,0.9709290059995136,0.975677144799037,0.0,0.7920130313476322,0.6495452369600349,0.9078430533457936,1.0,0.501913996977768,1.0,1.0,1.0,0.9739361704656916,0.9609876937166356,1.0,0.8073449164216242,0.9230489649967508,0.6281348274656112,0.0,0.9567483611322248,0.0,1.0,0.4920311079189424,0.9703699358971868,1.0,1.0,0.9898015105497252,1.0,0.9587181136295552,1.0
16,CT12Z5,0.16736521450358927,0.16573398789613833,0.153071442435959,0.1478256878992154,0.16145698766570024,0.16665516636944905,0.16960806991468427,0.1499199877614451,0.1775914942147873,0.1777308575759442,0.1736801940936156,0.17154977768158297,0.5178336112908686,0.8958549653703942,0.41081772240338776,0.5119298703930664,0.4003897078523811,0.4347321655076556,0.4500260745431408,0.0,0.6634448752181514,0.2858783155146808,0.0,0.5285178057343938,0.4164968797107407,0.0,0.7690163589009364,0.0,0.0,0.0,0.3744242991915989,0.3831360590451885,0.9366664269709216,0.4965652681664754,1.0,0.7203320372785803,0.154295899716664,0.6052804004290584,0.7060700592445776,0.501913996977768,0.8491132138759051,0.0,0.3828989714113341,0.5460719120052526,0.5379934940772921,0.0,0.5591489208916905,0.2765988032515416,0.43422350020725387,0.0,0.5600736405752124,0.7936726308206532,0.32875681328018025,0.4920311079189424,0.6597426594605862,0.8912624505747451,0.0,0.4822800973705745,0.0,0.6155111892669061,0.0
17,CT12Z9,0.1640829762458019,0.158759701807015,0.1498670130347978,0.1542527803656628,0.16764414629509655,0.1661080836500717,0.1729773845106879,0.16157624855293304,0.16645364508265756,0.17122800254456166,0.16433273915753271,0.1728638257541586,0.4808028937235666,0.0,0.3868720660362744,0.0,0.59048653531861,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6790590610437137,0.0,0.4750134096433956,0.6083019297875242,0.6721398057493213,0.5080108692258151,0.70365699623295,0.7118626424434644,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.5677256722193874,0.6052804004290584,0.4970752568622038,0.7188058441423104,0.3852356612206768,0.0,0.5284696059945277,0.5460719120052526,0.2961115336107552,0.0,0.5591489208916905,0.6912226500263796,0.8161873294388782,0.0,0.5193898570487193,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.6155111892669061,0.8335873056661877
18,CT13Z1,0.09347993782413073,0.09446233626790089,0.08943651774650142,0.08639723258144147,0.09610302184290259,0.10289939634487733,0.1088897363584476,0.10688888778311148,0.10599324551753371,0.10577314524051057,0.10076705309073802,0.1026244280375406,0.963255893691824,0.7663348042071384,0.946410835611942,1.0,0.59048653531861,0.9906024513719964,0.9688615464853156,0.9923682599442764,0.8713714613018315,0.9241322034291952,0.9782713555855894,0.8966500825460316,0.6083019297875242,0.9227137594045369,0.8645807454414274,0.8882424869882732,0.9113867285930805,1.0,0.9527229562193522,0.8743107322325057,0.9885112861272406,0.9065329245842674,0.0,0.6372370997851189,0.2775376108865744,0.6052804004290584,0.8657513250608071,0.501913996977768,0.3852356612206768,1.0,0.8422182351907141,0.9454928414254836,0.8702198442786404,1.0,0.9083168809685992,0.8426259291672386,0.8161873294388782,0.0,0.8382143027554928,0.5336793821405685,0.9320799152127148,0.4920311079189424,0.9703699358971868,1.0,1.0,0.9681570316984892,1.0,0.9145270021478908,0.9654902752576572
19,CT13Z2,0.13225609066626073,0.13109149802381076,0.11764858632650199,0.1118698070678771,0.12226357247827346,0.12533377425998743,0.13102846443367375,0.12853290625342437,0.1411883983051051,0.1431691373543112,0.14132233739274622,0.1441169358915347,0.9084391951680354,0.7663348042071384,0.9064260060736165,1.0,0.7625862357262301,0.9809042531071636,0.9767903638175026,0.0,0.8158459041131483,0.9635825155070924,0.9782713555855894,0.8136425830485094,0.6083019297875242,0.9227137594045369,0.7069843474109561,0.8224871320585159,0.9426707400973812,1.0,0.8900002678978067,0.8817697995165951,0.9709290059995136,0.7767449160367252,0.0,0.7203320372785803,0.4798643732484256,0.7114999678972362,0.8657513250608071,0.6144618545247549,0.5425109682836624,0.9781617597333156,0.9406827057549738,0.9454928414254836,0.7653908955184259,0.0,0.8073449164216242,0.8833105612488079,0.8161873294388782,0.0,0.8382143027554928,0.7936726308206532,0.8532687187151866,0.4920311079189424,0.7242611910460774,1.0,1.0,0.9045481833423654,1.0,0.9145270021478908,0.9654902752576572
20,CT13Z3,0.20920303471961624,0.224291384408294,0.2096399052723054,0.20313703922213783,0.21117869220346747,0.24545071433766977,0.2549490138615784,0.27039526219031124,0.2339481354509844,0.2388159909164187,0.21718710272264166,0.22181042441734194,0.9850855272436068,0.8958549653703942,0.9841928837182812,1.0,0.2940704090796349,0.9906024513719964,0.9608312065763752,1.0000000000000002,0.9876609572963636,0.9821343000528028,1.0,1.0,0.7582770771044296,1.0,1.0,0.8882424869882732,0.9426707400973812,0.9640070359617317,0.9847983072349232,0.9487257023588546,0.9709290059995136,0.9880387147460435,0.0,0.8557403363339119,0.6495452369600349,0.7114999678972362,0.8657513250608071,0.0,0.9278526496321108,1.0,0.8765131395706526,0.9739361704656916,0.9443477904810322,1.0,0.8073449164216242,0.800899715878845,0.43422350020725387,0.0,0.9786288213551028,0.0,0.8943090430264135,0.4920311079189424,0.938570554180026,1.0,0.7315741961238946,1.0,1.0,0.9587181136295552,1.0
21,CT13Z9,0.15669178421541521,0.14931025568168846,0.13713217656259763,0.1310930816068711,0.1434705682882373,0.14565036060177286,0.15756421127528125,0.1451277335732031,0.16073032548922603,0.16390200968309204,0.15352837645993614,0.15479549331141745,0.453117665934764,0.0,0.2353224421688355,0.0,0.7625862357262301,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6593308340759279,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.5376348823125965,0.5106881540333389,0.0,0.5378151942210772,0.6010785950989318,0.0,0.40402598294315584,0.0,0.3976344274097642,0.4798643732484256,0.4913455350449753,0.4970752568622038,0.501913996977768,0.3852356612206768,0.0,0.3828989714113341,0.0,0.2961115336107552,0.0,0.38624462782318175,0.7138449861875106,0.8161873294388782,0.0,0.4750158067309167,0.5336793821405685,0.546436384539879,0.6394557730633523,0.4581038752925969,0.0,0.0,0.0,0.0,0.5215713996244821,0.0
22,CT14Z1,0.09568846222872979,0.09427967805771291,0.0884033543442875,0.0871282899036329,0.09742269041603108,0.09930797857600064,0.09721117135246123,0.09089502245844641,0.09737938448638768,0.09748986189731926,0.09578140613120933,0.09783609037960576,0.8574923184210815,0.7663348042071384,0.8430878964291656,0.9352981725663936,0.6782726419440781,0.9148985720073296,0.8646280431234946,0.9766291862614556,0.7729234817085341,0.8576270003526144,0.9782713555855894,0.8358009345989593,0.4164968797107407,0.9227137594045369,0.7069843474109561,0.7861094722127778,0.8028798543616625,0.9212017940733644,0.7514979388582814,0.8168268854764879,1.0,0.7989144063628315,0.0,0.5358228536888652,0.2775376108865744,0.6052804004290584,0.7060700592445776,0.501913996977768,0.3852356612206768,0.9781617597333156,0.7680834281827942,0.8389295619433306,0.7372609574909066,1.0,0.8073449164216242,0.758018414028198,0.8161873294388782,0.0,0.6983711314789911,0.7936726308206532,0.7836854938226865,0.4920311079189424,0.904172607803522,0.8912624505747451,0.8786602049940826,0.8737849121172843,0.9559140281391526,0.69173644718009,0.9654902752576572
23,CT14Z2,0.2616107496069244,0.2470816202933365,0.21921890699260219,0.24241159668686402,0.24867694801372706,0.2261442735830605,0.24597296010681918,0.23888438161902814,0.21440389127230133,0.20835345898454358,0.21126858162919585,0.34019923960655435,0.7835977544644416,0.7663348042071384,0.7059770325160043,0.8615070860748077,0.7625862357262301,0.8449504736647417,0.771439654035132,0.0,0.5867876786826429,0.7638093859577675,0.0,0.7396512958847377,0.0,0.6721398057493213,0.7690163589009364,0.70365699623295,0.6569759585903938,0.8679758614668869,0.5378151942210772,0.6010785950989318,0.9709290059995136,0.6282448864793393,0.0,0.6059901396271371,0.4798643732484256,0.7114999678972362,0.7060700592445776,0.6144618545247549,0.3852356612206768,0.0,0.6842383564842015,0.8389295619433306,0.634432389568694,0.0,0.8073449164216242,0.7796113883064152,0.8161873294388782,0.0,0.5600736405752124,0.7936726308206532,0.7577123353550765,0.6394557730633523,0.6597426594605862,0.0,0.8786602049940826,0.7148416235355517,0.8790591292135999,0.69173644718009,0.9168301881558234
24,CT14Z3,0.13010893696032855,0.13224449468132576,0.12288837936255731,0.11951734146982404,0.12754218898222766,0.13653191573374585,0.14173050911106705,0.14116332337302046,0.14277276447460913,0.14299984619233552,0.13469234154116597,0.1370728915733042,0.991115785331278,0.8958549653703942,0.973264053832836,1.0,0.4003897078523811,1.0,0.9444517496644419,1.0000000000000002,1.0,0.9729482427361292,1.0,1.0,0.6083019297875242,1.0,1.0,0.918309822597582,0.9426707400973812,0.9640070359617317,0.9690557287032308,0.9425666475442339,0.9709290059995136,0.9819099308157424,0.0,0.7691337464977218,0.6495452369600349,0.6052804004290584,0.8657513250608071,0.0,0.9278526496321108,1.0,0.8765131395706526,0.9739361704656916,0.9443477904810322,1.0,0.8073449164216242,0.821899634681619,0.43422350020725387,0.0,0.9567483611322248,0.0,0.8943090430264135,0.4920311079189424,0.9703699358971868,1.0,0.7315741961238946,0.9791996462790404,1.0,0.9587181136295552,1.0
25,CT14Z9,0.4511423073966523,0.45472159554121516,0.4266311675397315,0.3382292992043451,0.3946719310795563,0.43740964968151,0.5099766478162269,0.5644551706661046,0.5854894931178738,0.56044482353378,0.5271127735437051,0.5190055914907934,0.4673039256611716,0.0,0.2353224421688355,0.0,0.59048653531861,0.0,0.5767156051814188,0.0,0.3804449663719556,0.6790590610437137,0.0,0.4081783969744284,0.4164968797107407,0.6721398057493213,0.0,0.6014073217068243,0.5920688257597423,0.0,0.5653772417434464,0.6010785950989318,0.0,0.40402598294315584,0.0,0.4501863201201385,0.4798643732484256,0.7114999678972362,0.4970752568622038,0.6144618545247549,0.5425109682836624,0.0,0.5284696059945277,0.5460719120052526,0.3746154598103584,0.0,0.5591489208916905,0.6447829540683743,0.8161873294388782,0.0,0.5193898570487193,0.5336793821405685,0.5920261519508633,0.7699396420111795,0.4581038752925969,0.0,0.0,0.0,0.0,0.6155111892669061,0.8335873056661877
