,Bin-Regression,Restaurants,Shopping centres,Shops,Fairs and Markets,Petrol station,Cafes,Hotels,Wine Cellars & Quintas,Museums & Thematic Centres,Local accommodations,Fado houses,Religious temples,Tea house,Police stations and fire station,"Libraries, archives and documentation centres",Guest houses,Youth hostels,Club,Bar,"Statues, Sculptures & Fountains",Bridges,Monuments,"Casinos, bingo and arcade",Exhibition centers & art galleries,"Hospitals, health centres and clinics",Gardens and Parks,Concert halls,Car assistance,Embassies and consulates,Tourism offices,Rentals,Theatres,Tourist apartments,"Airports, Airfields and Heliports","Spas, saunas and hot springs",Pharmacies,Post offices,Beaches,Car park,Cemeteries,Transport company,Sports facility,View points,Cinema,Citizens advice,Roads and squares,Ice cream parlor,Education,Services
10,"('Autum', 1, '[4-7]')",-0.1259786759668651,0.15728499007637894,-0.3705233861931137,-0.007795825378111909,0.0905548570012311,-0.060265124924099474,-0.31392185547525764,0.1360948537154229,-0.3477223472421475,0.04942117980904657,-0.09528812221522268,0.08487065002233103,0.10484659259641305,0.04107829151419995,0.18388268828645155,-0.10677260064608884,-0.3424320363328299,0.060667767951471746,0.7920358050642119,0.21505683122107527,0.0760382434998098,-0.5010719924570498,0.027146999670429706,-0.25909276499627226,0.3579463095931628,0.27300564883806483,-0.07773115885474823,-0.041474934637778,0.23418378811065324,0.16396516532589464,-0.2415455772965997,-0.11135974567265149,0.13300039114571743,-0.011309140249376123,-0.1300723157484034,0.31238959244826625,-0.013866016558234506,0.5985498862533568,-0.731065751052357,0.1331900454206322,0.2155242459643704,0.038703644320098964,0.04897071662882179,0.01898035584503198,0.15474630803838876,0.33556086135293284,-0.28105985857348414,0.03915590235895739,0.21893990407439773
11,"('Autum', 1, '[8-11]')",-0.537314684644038,0.15006689884221086,-0.29237977280270705,0.1818257710461371,0.12838894698955194,-0.2815064069893262,-0.5430017396794248,0.45853805960106964,-0.45970080056895557,0.2787469306800317,-0.020876938596116796,-0.29952459915153884,0.30959686102871947,0.1381619798060608,0.17733409070926162,-0.09782475786159803,-0.7067451560211884,0.04703993935512442,0.9596871076464248,0.026868658179509296,0.09262842215264308,-0.8434543236215305,0.028307769423689306,0.009721629982747873,0.4370132322761356,0.39770185212595827,-0.08266839729692042,-0.18614676799037252,0.5512283800513377,0.13199575600970265,-0.5086013466893389,-0.4504664013076467,0.4753504482875053,-0.25737703059450484,-0.1419117664803419,0.4760948377434572,-0.0002713548575599114,1.3519563405314046,-0.9633828016680617,0.384541156908673,0.8000359681422933,0.05937467039465762,-0.100765984270801,0.05285832768162153,0.25711255590043974,0.5381976394454774,-0.3243957714228697,0.08341881768083993,0.5750136670865426
12,"('Autum', 2, '[0-3]')",0.14259741708416626,0.19143133442814966,-0.1531293129864261,-0.09703317732722426,-0.02168063069292261,-0.20258597489423522,-0.7251682308647815,0.09094942203789538,-0.3234208533846831,0.14872952019137262,-0.07253906528840513,0.011106250131450338,-0.004723826935214255,0.05143437616138918,0.08051864947363217,-0.051570266627762255,-0.18368886604431597,0.11403100479866299,0.5882914596089225,0.17997487633400908,0.06311861596581601,-0.603565281937655,0.053430335654587977,-0.10061669389805696,0.3146327030777135,0.18418299576965783,-0.007599804203757023,0.020608706859660673,0.23902218264643563,0.1621716126375296,-0.31179291107041573,-0.12104512098791789,0.1802297924117521,-0.03038745998436772,-0.04523551561802921,0.3410945194657411,0.006147734637569106,0.700228747780045,-0.6460969753581352,0.07662283004176806,0.3101978098035614,0.023077469874137647,0.07709930145996145,0.055566210889651635,0.11652830917911401,0.42482418315302983,-0.27399692842608286,-0.023540593123094145,0.20759217867168456
13,"('Autum', 2, '[12-15]')",-1.0325049589081625,0.15143569783250982,-0.03376878678900998,0.19822520207509053,0.1114689498919733,-0.30774463319247347,-0.762529537867862,0.5535406231477144,-0.17169106811207863,-0.040529640636698006,-0.0060007879096199025,-0.5535744337836741,0.15954703084609662,0.22306541297735166,0.18875969240474555,-0.011250396796701275,-0.18265869476409746,0.05535775297355689,0.8542933275991665,-0.3396819813482726,0.06691499340484677,-0.7264137692676526,0.026001163563937894,0.13246981687868647,0.17249681511511747,0.2740161654740146,-0.10296796060608059,-0.11564018978661132,0.6682021459106076,0.0989293068346801,-0.4364658525576675,-0.3397834521753143,0.3444515518197706,-0.37468297168648634,-0.18269815841607992,1.0710730647315125,-0.13437628116765618,1.2774726928381548,-0.9960869281140852,0.4192037235354689,0.9029216561939281,0.09310981671024418,0.0765179234967284,0.1151214445943804,0.05379070885953016,0.5621954157897309,-0.2915649488328007,0.12792347237932508,0.5084177965865354
14,"('Autum', 2, '[16-19]')",-0.1637935980069805,0.22587716178843442,-0.04936259321744799,0.26758331505438954,0.2188882793630148,-0.3286123874779065,-1.113981427769674,0.43207775111205343,-0.5608841526177165,0.6263815172560278,-0.020615218393358233,-0.6121521255049555,0.36478590308722525,0.22114410893736308,0.16160133298567148,-0.18046311184559127,-0.5471199221003379,0.11025159102679108,0.9327823095345478,0.1225606388822036,0.0569748978555605,-0.8379302065763328,0.06906368969196357,0.05734407828580249,0.5248326732066262,0.5327532903752733,-0.036648841205260206,-0.3053067839946726,0.5601492716828851,0.17080911667206258,-0.48331682580767515,-0.468192111285391,0.38514805348292325,-0.21081516926019755,-0.09972043872624574,0.1276238627117965,0.06933521245440732,1.241422426235784,-1.1529543961419204,0.40592248569284844,0.7823878398153017,0.1184000541253919,-0.14622531539070285,0.030646142043088916,0.25969024437549665,0.5941546431485301,-0.46088011297418896,0.018503301003538784,0.576172252839062
15,"('Autum', 2, '[20-23]')",-0.19803936147855833,0.22077071085750383,-0.33530117074321814,0.1011793226426279,0.09258626726446771,-0.2234645782736902,-1.0499038182274398,0.2466077245944292,-0.36474592768894426,0.21969355631638515,-0.025426834530767252,-0.14617858381263255,0.14309821555414237,0.17101833936266736,0.1805184548111372,-0.09510055563524297,-0.29217267239475386,0.06623162817452288,0.9455869583901139,-0.02022316834257622,0.06658213838265237,-0.6864269096048664,0.07061107250856595,0.005387991148218781,0.34161758313573853,0.329863006108508,-0.08093273315929825,-0.09937236576082424,0.4354012304477016,0.1698301000914923,-0.47966784469663526,-0.2719873667746591,0.29138270408199646,-0.13371218546570568,-0.14751927570237403,0.6967108807105453,-0.028760533957693978,1.077384736792591,-0.9701740378785452,0.2275281485824511,0.6140026230640543,0.053285280496815655,0.03283982484104128,0.06875259901902352,0.1793150872067339,0.4845965748041867,-0.34353480146143406,0.02417110550191083,0.3955596027765535
16,"('Autum', 2, '[4-7]')",-0.0637968219190662,0.14012737838288541,-0.34464252126575334,-0.0018262299036966552,-0.02301526016838502,-0.0813519083983076,-0.4833956409583383,0.17278500936344218,-0.27335660559889824,-0.033126658059757376,-0.1035562689840094,0.2095911224755275,0.028886579061964558,0.05609993905299271,0.17767737491534585,-0.09238097798917899,-0.3068690247612016,0.06351562034878484,0.8512105082740136,0.26836582817505167,0.08002258378919919,-0.6198450234681461,0.0006746791094596671,-0.20365701001026976,0.2552001431368963,0.16293274245648703,-0.08542806723594963,-0.006127331483466302,0.21865367062170551,0.13170933120498995,-0.2653199130655759,-0.10998929883957936,0.12648174675900395,-0.06317810764039639,-0.10262748080267202,0.49930686633763915,-0.0685732397301205,0.6907956359022932,-0.6245024095796653,0.15235157355425097,0.28565675668307494,0.03833237480956164,0.02948189253522581,0.04403184106376876,0.1405877032937344,0.32043664414925604,-0.3121523999361627,0.040049017005926536,0.200319149556468
17,"('Autum', 2, '[8-11]')",-0.6065705545886529,0.13582730106219257,-0.28265340866454286,0.24560406330641496,0.16460132296344365,-0.14247384880645234,-0.5795789911211902,0.443717396599028,-0.4879569869956354,0.2430823725823831,-0.008688965672212216,-0.4052834408380786,0.32002418707037716,0.2233790869209896,0.28938115200778225,-0.06732884524637942,-0.6251105641964108,0.06367731640750288,1.0714109415219606,-0.027717457091996543,0.08944203261451977,-0.8197458943774262,0.025431552768101124,-0.013161750693618772,0.4422253046602167,0.4967600062288225,-0.11135402876210243,-0.22360956643404697,0.5824454288810276,0.13759020204564146,-0.4918585967570076,-0.4186232179805126,0.4189326478606677,-0.2472581130054405,-0.18766656739481694,0.5005297322900134,0.004882743328432237,1.2710541409893819,-1.1346670107747336,0.40574977853999483,0.7882809362315787,0.07038588691719425,-0.07523535421323939,0.04980355121657775,0.20576335647744942,0.5101608417893546,-0.40464621878737217,0.05010105044351386,0.5145414461960953
18,"('Autum', 3, '[0-3]')",0.07727621145664852,0.18396618531012848,-0.27397590026412355,-0.08213584124901652,0.08496498154720698,-0.12063768554639402,-0.6287354643558203,0.09120253199052845,-0.33170919295465906,0.16019069273163908,-0.09771354120630983,0.12041527742060945,-0.004548370889564477,0.0200311019939961,0.12501453335969043,-0.07145208944042968,-0.1853708727959395,0.0716846341637334,0.7215488571858044,0.21365973694946436,0.05778005820640723,-0.5098709615399121,0.051222757405040883,-0.1447595281443377,0.31959227379524086,0.14781126519259313,-0.07351158746705982,0.003291220337692489,0.1974426227374636,0.18216601617015757,-0.2542112604380337,-0.04260271205187614,0.10246321405813093,-0.014962159397375408,-0.07238830901021537,0.33557387027522273,-0.041345104749398065,0.6064739417195264,-0.6073116735869316,0.07372067593005245,0.1466359863144254,0.04576800699803472,0.07577834933360253,0.034468267175972206,0.11783796005598302,0.37212454861380323,-0.2764906726765406,-0.02972152341957265,0.18977684579337786
19,"('Autum', 3, '[12-15]')",-0.42824233795192135,0.08279335992712866,-0.3656494474125421,0.35081483562802984,0.44255623394235294,-0.1580637075349491,-0.5592521911129391,0.42177108227610083,-0.6047176982729746,0.35109209308226946,-0.00755985017222639,-0.2374190552917076,0.2690630583340325,0.20191175586268975,0.27338441260556257,-0.0885125419256137,-0.4047074456902319,-0.05769584098602324,0.950036507357779,-0.008453697960404207,0.05836326356721628,-0.6383593261857623,0.07025251527687593,0.18538089082168094,0.10409506151704766,0.4654343864547775,-0.20480810331502425,-0.19545624756860036,0.5143248783839837,0.14864459391152454,-0.5722470625829864,-0.21699580559770898,0.3725451802371353,-0.24801214787498677,-0.22010581918831404,0.4890472023985686,-0.02480187876046372,1.0921243700975298,-0.7738985185075643,0.24752451235382364,0.4322615047018072,0.02382306554314593,-0.06861792406647797,-0.007416927671999658,0.1265527857838317,0.4067120387107103,-0.3004503788319132,-0.07003528460942894,0.4506784065575401
20,"('Autum', 3, '[16-19]')",0.32955193979033026,0.21786067534119374,-0.4549299082497445,0.3767580512606615,0.44393007386697214,-0.48042828475129157,-0.9333391660096293,0.40740618852779964,-0.37923108542605055,0.4080178242804639,-0.030524727712955953,-0.204252169455675,0.1884561403424809,0.16356397137916873,0.21794904831537698,-0.13530196584144807,-0.2793089328569896,-0.09561308565520296,1.2380383073858179,-0.3682252729493592,0.03874166274475726,-0.7595792572190768,0.028263611120310485,-0.17800446930336625,0.2359194495391825,0.29527823414305443,-0.37026907948829263,-0.1558096932405169,0.49939602321123033,0.17708066640323758,-0.7843412645479644,-0.18847462531924355,0.5349895546427907,-0.2648373417230874,-0.2258618753186122,0.5734470438503194,-0.12071856585720989,1.1697340520048136,-0.519251346743308,0.26603837161699084,0.40934929484737165,0.03056952234917562,0.03682118017982197,-0.0025261534534059753,0.08547748237914433,0.42832661395890526,-0.23840942291139228,0.016446614551396628,0.4658845965230396
21,"('Autum', 3, '[20-23]')",-0.21970630459320395,0.1613366443639814,-0.48910733418544383,0.1680302687561851,0.25671921386487256,-0.14334618855798625,-0.9113898976561267,0.25224333950536454,-0.4086731789633369,0.31024745549155697,-0.04117322176099297,0.02276393213762485,0.09291877561350415,0.14480082152471327,0.21281979551076222,-0.10349959713107092,-0.23904045954634198,-0.018498606679525985,1.0055171856237495,0.0629567258080021,0.07558436149727253,-0.601109673870265,0.0756419068144329,0.05018700914050046,0.18953776371526132,0.2961216952414506,-0.2277137540843255,-0.10219688987460587,0.40239399493041633,0.16856426444101738,-0.4904664693100167,-0.14566866729386754,0.233186413689511,-0.1215943284778376,-0.16975333006639273,0.692989735104575,-0.039919610784356435,0.9741720578563501,-0.738998810875542,0.18831567024977683,0.32518758389715036,0.022172225226391343,-0.007301835032165019,0.027277299603951904,0.12723846028543923,0.4492389278982368,-0.3070822830865287,-0.041987596668738435,0.34449961306274374
22,"('Autum', 3, '[4-7]')",-0.05645684703075573,0.11393949393251898,-0.392417069960801,-0.00038024290916838336,0.05252029145694573,-0.038032964400180155,-0.22454080449305924,0.13827835299910674,-0.35660617119783355,0.09292827960694615,-0.08844731827398779,0.1971259046348587,0.04234249273945963,0.026313088737565292,0.19406716206327546,-0.11501614147110056,-0.31749761344648597,0.026207222580314316,0.8010443879073461,0.2475565350305209,0.06823037736702796,-0.6054888886194597,0.011958315768921314,-0.18008399603967162,0.29511481595602546,0.18577714359538644,-0.09551160813580305,-0.01804380733370291,0.2246301957691123,0.15919806473541442,-0.3605885863396452,-0.06492476594284398,0.13521203544878965,-0.033880163281837496,-0.11827994988246099,0.2884298621038845,-0.029396057745195162,0.6230222558542405,-0.5398556556760682,0.1412957953133902,0.22542999560524868,0.05154912563420045,0.024789546893847346,0.016691958975460185,0.1489266336019565,0.31000620798340445,-0.2941124962893547,-0.057834446946893166,0.21096203890883372
23,"('Autum', 3, '[8-11]')",-0.46118077173245076,0.07459833298435475,-0.4690616971040981,0.34462320054120243,0.380331391060674,-0.12123038496402627,-0.3143117539012461,0.4066093056597459,-0.5314945594750979,0.2303333999280487,-0.030576730716276056,0.03017360839005192,0.23334551445046114,0.18622400660559565,0.33076645174422276,-0.09248017178498065,-0.5158951860050566,-0.0794700633688268,1.1797170469301381,0.05057578596485338,0.07785582182251159,-0.7593549251708144,0.028294448183328005,-0.060333050714036,0.18268842758054266,0.43475084030747135,-0.2592742547266071,-0.17800878408430412,0.5266916971228737,0.15516931358551111,-0.59035246447509,-0.21802575780563854,0.41901078537533243,-0.254553835472497,-0.27846403823434923,0.6158791552859746,-0.10155683015617886,1.1666891314265573,-0.853344994529698,0.28991669956832705,0.3645038150253226,0.020555630434507182,-0.06621371077240715,0.011232537019341252,0.12492718216052942,0.3895699659493629,-0.33453756032819587,-0.05143217657594287,0.43674270147770294
24,"('Autum', 4, '[0-3]')",0.0505693425999716,0.16042475644832419,-0.32690221693776517,-0.060986550240422,0.09357877075792308,-0.07366481455442435,-0.6483174584210074,0.10615818116522144,-0.37159951766796967,0.2127488862630109,-0.09387879036778686,0.0865545721244238,-0.007736562557442715,0.0215252032894241,0.12629216717787528,-0.05934511388281608,-0.1859791116500681,0.06029641518684201,0.6906411420130438,0.18222617619166723,0.07181200602957409,-0.43264447003502055,0.059389991288474143,-0.08341364413308051,0.30903025275659035,0.18318462871322394,-0.09623488538646897,-0.0009661577121352888,0.21256183891240754,0.1752256256564645,-0.27245905024251177,-0.04207250836863119,0.06213065486963462,-0.017687607069896985,-0.07730482292498342,0.3100345023170915,-0.0028737493929622032,0.5961933079409681,-0.5481918224167096,0.0679896977303727,0.1669914214585503,0.032031859236139645,0.05293038307301995,0.027981958486575687,0.12638296103436772,0.37984056370351554,-0.2787010932946512,-0.05173425904756391,0.19571448628433663
25,"('Autum', 4, '[12-15]')",-0.15738802001091975,0.09729835814158858,-0.45645861474656124,0.3456635229678984,0.45083748856310357,-0.21853733803995407,-0.5627245867379694,0.3966673774239394,-0.5488357127288129,0.3475107869323703,-0.0028330599882193325,-0.07016314249413297,0.23203385774883517,0.1620003723296161,0.3002149857861149,-0.09250857027790094,-0.42290225271159587,-0.06879067986911896,1.060153542638611,-0.012803753081749686,0.05870575313652462,-0.7126072538707642,0.040752916251395946,0.0005614990920652576,0.17757004244735067,0.3894008910320746,-0.2465009716694394,-0.18078444906844524,0.4936282702438914,0.13668015727516902,-0.5669709698795506,-0.17683429496559822,0.3560763101439817,-0.23521753576695567,-0.25259812143938987,0.47886328922222704,-0.085099704787368,1.092444728469121,-0.6974131953541658,0.25494692631957916,0.3247476297329857,0.03382950097927947,-0.04113082723195996,0.003237153455968388,0.1347684670963866,0.3992738984083847,-0.3185964663561533,-0.0641953264219246,0.4473848208113238
26,"('Autum', 4, '[16-19]')",-0.1634190235011807,0.2338731577149708,-0.3645558070535649,0.32377565273922254,0.4700226093105252,-0.3567047650340526,-0.7349049746331038,0.36001527527099914,-0.4158728050273656,0.45403884061546285,-0.034191396720184716,0.1876552705762684,0.1812156548482262,0.15853461552868356,0.23767119523552607,-0.08961465297204711,-0.40941924294341553,-0.12326048792109741,1.4204107333184466,0.002610569407696633,0.043854059357648946,-0.7359394930186869,0.010573419306991204,-0.3446778305863735,0.25256032606497936,0.34778950072474074,-0.3000437648900542,-0.13344674472657786,0.46475935707372695,0.14073950432756108,-0.6187025440616145,-0.08050289741924345,0.44657734738276705,-0.23200251605180255,-0.20430791817770833,0.4506736252152192,-0.2167613070318354,1.196722163227821,-0.7748750979441739,0.27511070255538134,0.1524448291959929,0.12209597003119893,-0.0893284107835594,0.02168670789328478,0.09450157377403581,0.4783987802852065,-0.3082058208429191,-0.08134115541760949,0.40737687998463146
